title,label
"Gastrointestinal,Musculoskeletal",Pain rating scales 
Urogenital,Paintbrush appearance 
Musculoskeletal,Paint brush borders sign 
Misc,Paired t-test 
Misc,Pair production 
HN,Palate 
HN,Palatine bone 
HN,Palatine tonsil 
"HN,Musculoskeletal",Palatoglossus muscle 
"HN,Musculoskeletal",Palatopharyngeus muscle 
HN,Palatovaginal canal 
Chest,Palla sign 
"CNS,Paediatrics",Pallister-Hall syndrome 
"Paediatrics,Obstetrics",Pallister Killian syndrome 
Vascular,Palmar carpal branches 
Musculoskeletal,Palmar interossei muscles (hand) 
Musculoskeletal,Palmaris brevis muscle 
Musculoskeletal,Palmaris longus muscle 
Musculoskeletal,Palmar radial bursa 
Musculoskeletal,Palmar ulna bursa 
Musculoskeletal,Palmer classification of TFCC abnormalities 
HN,Palmer notation 
CNS,Palmini classification of focal cortical dysplasia 
"Urogenital,Vascular",Pampiniform plexus 
Chest,Panbronchiolitis 
CNS,Pancake brain 
Urogenital,Pancake kidney 
Misc,Pancake organ (disambiguation) 
"HN,Chest",Pancoast syndrome 
"Oncology,Chest",Pancoast tumor 
"Gastrointestinal,Hepatobiliary",Pancreas 
Hepatobiliary,Pancreas divisum 
"Oncology,Gastrointestinal,Hepatobiliary",Pancreas protocol (CT) 
"Gastrointestinal,Hepatobiliary",Pancreas transplant 
"Hepatobiliary,Gastrointestinal",Pancreatic atrophy 
"Hepatobiliary,Gastrointestinal,Oncology",Pancreatic calcifications 
"Gastrointestinal,Oncology",Pancreatic ductal adenocarcinoma 
"Gastrointestinal,Oncology,Hepatobiliary",Pancreatic ductal adenocarcinoma (staging) 
Hepatobiliary,Pancreatic duct diameter 
"Hepatobiliary,Gastrointestinal",Pancreatic ducts 
Gastrointestinal,Pancreatic intraductal tubulopapillary neoplasm 
"Gastrointestinal,Hepatobiliary",Pancreatic intraepithelial neoplasia 
Gastrointestinal,Pancreatic lipoma 
"Gastrointestinal,Hepatobiliary",Pancreatic lipomatosis 
Gastrointestinal,Pancreatic lymphangioma 
"Hepatobiliary,Gastrointestinal,Haematology,Oncology",Pancreatic lymphoma 
"Gastrointestinal,Oncology",Pancreatic mesenchymal neoplasms 
"Oncology,Hepatobiliary",Pancreatic metastases 
"Gastrointestinal,Hepatobiliary,Oncology",Pancreatic neoplasms 
Gastrointestinal,Pancreatic neurofibroma 
"Gastrointestinal,Vascular",Pancreaticoduodenal veins 
"Chest,Gastrointestinal,Hepatobiliary",Pancreaticopleural fistula 
Gastrointestinal,Pancreatic PEComa 
"Gastrointestinal,Hepatobiliary",Pancreatic pseudocyst 
"Hepatobiliary,Trauma,Forensic",Pancreatic trauma 
"Hepatobiliary,Gastrointestinal,Trauma",Pancreatic trauma injury grading 
Gastrointestinal,Pancreatic ultrasound 
Vascular,Pancreatic veins 
"Gastrointestinal,Hepatobiliary",Pancreatitis 
"Gastrointestinal,Hepatobiliary,Paediatrics,Oncology",Pancreatoblastoma 
"CNS,Chest",Panda sign (disambiguation) 
Chest,Panda sign (sarcoidosis) 
Misc,Pandemic 
CNS,Pandystrophies 
Chest,Panlobular emphysema 
"Musculoskeletal,Paediatrics",Panner disease 
"Oncology,Gastrointestinal",Panproctocolectomy 
"Musculoskeletal,Gastrointestinal",Pantaloon hernia 
CNS,Pantothenate kinase-associated neurodegeneration 
Cardiac,Panzerherz (heart) 
CNS,Papez circuit 
"Breast,Oncology",Papillary carcinoma of the breast 
"Oncology,Urogenital",Papillary cystadenoma of the epididymis 
CNS,Papillary ependymoma 
Cardiac,Papillary fibroelastoma of the heart 
CNS,Papillary glioneuronal tumor 
"Oncology,Musculoskeletal",Papillary intralymphatic angioendothelioma 
Breast,Papillary lesions of the breast 
"CNS,Oncology",Papillary meningioma 
"Chest,Cardiac",Papillary muscle calcification 
Cardiac,Papillary muscle rupture 
Cardiac,Papillary muscles 
Chest,Papillary-predominant adenocarcinoma of the lung 
Hepatobiliary,Papillary process of the caudate lobe 
Urogenital,Papillary renal cell carcinoma 
Gynaecology,Papillary serous carcinoma of the cervix 
Gynaecology,Papillary serous carcinoma of the endometrium 
Gynaecology,Papillary squamous cell carcinoma of the cervix 
"Oncology,HN",Papillary thyroid cancer 
CNS,Papillary tumor of the pineal region 
CNS,Papilledema 
Gastrointestinal,Para-aortic lymph nodes 
"Vascular,Hepatobiliary",Paracaval lipoma 
CNS,Paracentral lobule 
CNS,Paracentral sulcus 
"Musculoskeletal,CNS",Acetaminophen 
Musculoskeletal,Parachordoma 
Cardiac,Parachute device 
"Cardiac,Paediatrics",Parachute mitral valve 
Chest,Paracicatricial emphysema 
Chest,Paracoccidioidomycosis 
Spine,Paracondylar process 
CNS,Paradoxical brain herniation 
Vascular,Paradoxical embolism 
HN,Paradoxical middle turbinate 
Chest,Paradoxical reaction in tuberculosis 
Gastrointestinal,Paraduodenal hematoma 
Gastrointestinal,Paraduodenal hernia 
"Hepatobiliary,Gastrointestinal",Paraduodenal pancreatitis 
"Chest,Gastrointestinal,Oncology,CNS,HN",Paraganglioma 
"Oncology,HN",Paragangliomas of the head and neck 
HN,Paraglottic space 
Chest,Paragonimiasis 
CNS,Parahippocampal gyrus 
Musculoskeletal,Paralabral cyst 
Musculoskeletal,Paralabral cyst of the hip 
Musculoskeletal,Paralabral cyst of the shoulder 
Misc,Paramagnetic contrast agents 
Misc,Paramagnetism 
Misc,Parametric statistics 
Gynaecology,Parametrium 
HN,Paranasal sinuses 
"HN,CNS",Paranasal sinuses and facial bones (lateral view) 
"HN,Trauma",Paranasal sinuses and facial bones radiography 
HN,Paranasal sinuses retention cysts 
"HN,Trauma",Paranasal sinus fractures 
HN,Paranasal sinus mucocele 
HN,Paranasal sinus mycetoma 
HN,Paranasal sinus osteoma 
CNS,Paraneoplastic cerebellar degeneration 
CNS,Paraneoplastic rhombencephalitis 
"CNS,Haematology,Musculoskeletal,Chest,Gastrointestinal,Oncology",Paraneoplastic syndromes 
"Gastrointestinal,Chest",Para-esophageal hernia 
Gynaecology,Paraovarian cyst 
Gynaecology,Paraovarian cystadenoma 
"Paediatrics,Obstetrics",Parapagus 
HN,Parapharyngeal abscess 
HN,Parapharyngeal space 
CNS,Paraphysis elements 
Chest,Parapneumonic effusion 
Chest,Paraquat-induced lung disease 
Urogenital,Pararectal space 
Chest,Paraseptal emphysema 
Gynaecology,Parasitic leiomyoma 
Musculoskeletal,Paraspinal ganglioneuroma 
Spine,Paraspinal muscles 
Gastrointestinal,Parastomal hernia 
HN,Parasympathetic ganglia in the head and neck 
"Urogenital,Gastrointestinal",Parasympathetic pelvic splanchnic nerves 
Musculoskeletal,Parasymphyseal insufficiency fracture 
"Musculoskeletal,Spine",Parasyndesmophytes 
Musculoskeletal,Paratenon 
Musculoskeletal,Paratenonitis 
Urogenital,Paratesticular lesions 
Urogenital,Paratesticular tumors 
HN,Parathyroid 4D CT 
HN,Parathyroid adenoma 
"Oncology,HN",Parathyroid carcinoma 
HN,Parathyroid glands 
"Musculoskeletal,HN",Parathyroid hormone 
HN,Parathyroid hyperplasia 
HN,Parathyroid proliferative disease 
"Oncology,HN",Parathyromatosis 
Chest,Paratracheal air cyst 
Gastrointestinal,Paraumbilical hernia 
"Vascular,Hepatobiliary",Paraumbilical veins 
"Urogenital,Gynaecology",Paraurethral duct 
"Urogenital,Gynaecology",Paraurethral duct cyst 
Urogenital,Paraurethral glands 
"Vascular,Interventional,Cardiac",Paravalvular leak 
"Gastrointestinal,Urogenital",Paravesical space 
Misc,Parenchyma 
Chest,Parenchymal lung disease 
Breast,Parenchymal patterns in breast imaging 
"HN,Musculoskeletal",Parietal bone 
"CNS,HN",Parietal foramen 
"Musculoskeletal,CNS",Parietal foramina 
CNS,Parietal lobe 
CNS,Parieto-occipital fissure 
"HN,Musculoskeletal,CNS",Parietotemporal suture 
CNS,Parinaud syndrome 
CNS,Parkinson disease 
CNS,Parkinson-plus syndrome 
Musculoskeletal,Parosteal lipoma 
Musculoskeletal,Parosteal osteosarcoma 
HN,Parotid duct 
"HN,Oncology",Parotid enlargement 
HN,Parotid gland 
"Paediatrics,HN,Vascular",Parotid infantile hemangioma 
HN,Parotid lipoma 
HN,Parotid space 
Haematology,Paroxysmal nocturnal hemoglobinuria 
Musculoskeletal,Parrot beak meniscal tear 
CNS,Parry-Romberg syndrome 
HN,Pars flaccida 
"Musculoskeletal,Spine",Pars interarticularis 
Musculoskeletal,Parsonage-Turner syndrome 
CNS,Pars opercularis 
CNS,Pars orbitalis 
Musculoskeletal,Pars peronea metatarsalis primi 
HN,Pars tensa 
CNS,Pars triangularis 
"Cardiac,Vascular",Partial anomalous pulmonary venous return 
"Obstetrics,Gynaecology",Partial hydatidiform mole 
Musculoskeletal,Partial-thickness rotator cuff tear 
Misc,Partial volume averaging (CT artifact) 
Oncology,Particle therapy 
"Vascular,Chest",Particulate material pulmonary embolism 
Chest,Part solid lung nodule 
"Obstetrics,Gynaecology,Musculoskeletal",Parturition-induced pelvic instability 
Musculoskeletal,Parvovirus B19 arthritis 
"HN,Gastrointestinal",Passavant cushion 
Chest,Passive atelectasis 
"Hepatobiliary,Cardiac",Passive hepatic congestion 
"HN,Chest",Passy Muir speaking valve 
"Obstetrics,Paediatrics",Patau syndrome 
Musculoskeletal,Patella 
Musculoskeletal,Patella alta 
Musculoskeletal,Patella baja 
Musculoskeletal,Patella cubiti 
"Musculoskeletal,Trauma",Patellar fracture 
"Musculoskeletal,Paediatrics,Trauma",Patellar sleeve fracture 
Musculoskeletal,Patellar tendon 
Musculoskeletal,Patellar tendon-lateral femoral condyle friction syndrome 
Musculoskeletal,Patellar tendon rupture 
Musculoskeletal,Patellar translation (TT-TG distance) 
"Musculoskeletal,Oncology",Patellar tumors 
Musculoskeletal,Patella tooth sign 
Musculoskeletal,Patellofemoral instability 
Musculoskeletal,Patellofemoral joint 
Musculoskeletal,Patellotrochlear index 
"Paediatrics,Cardiac",Patent ductus arteriosus 
Cardiac,Patent foramen ovale 
Interventional,Patent track sign (ultrasound) 
"Urogenital,Paediatrics",Patent urachus 
Misc,Pathogen (epidemiology) 
Misc,Pathognomonic 
"Oncology,Musculoskeletal",Pathological fracture 
"Musculoskeletal,Trauma",Pathological fracture risk (Harrington criteria) 
"Musculoskeletal,Trauma",Pathological fracture risk (Mirels classification) 
Misc,Pathological gas 
Misc,Pathology (article structure) 
"Spine,Gastrointestinal,Chest,Musculoskeletal",Pathology checklists 
Misc,Pathology curriculum 
Gastrointestinal,Pathology in general surgery (summary) 
Misc,Patient confidentiality 
Misc,Patient data 
Misc,Patient safety checklist (interventional radiology) 
Misc,Patient's presentation section 
Musculoskeletal,Patte classification of rotator cuff tendon retraction 
Musculoskeletal,Patterns of bone bruise in knee injury 
"CNS,Paediatrics",Patterns of neonatal hypoxic–ischemic brain injury 
"Paediatrics,Musculoskeletal",Patterns of normal bone marrow distribution in the spine 
HN,Patterns of sinonasal obstruction 
HN,Patulous tube syndrome 
Misc,Paul Lauterbur 
Misc,PD weighted spin-echo images 
CNS,Peaking sign (tension pneumocephalus) 
Vascular,Peak systolic velocity (Doppler ultrasound) 
Hepatobiliary,Pearl necklace sign 
Urogenital,Pear-shaped bladder 
Misc,Pearson's chi-squared test 
"CNS,Trauma,Paediatrics",PECARN traumatic brain injury algorithm 
Cardiac,Pectinate muscles 
Musculoskeletal,Pectineal ligament 
Musculoskeletal,Pectineus muscle 
Musculoskeletal,Pectoral girdle 
"Trauma,Musculoskeletal",Pectoralis major injury 
"Breast,Musculoskeletal",Pectoralis major muscle 
Musculoskeletal,Pectoralis minor muscle 
Musculoskeletal,Pectoral region 
Chest,Pectus arcuatum 
"Musculoskeletal,Paediatrics,Chest",Pectus carinatum 
"Chest,Musculoskeletal,Paediatrics",Pectus excavatum 
"Paediatrics,Gastrointestinal",Pediatric Appendicitis Risk Calculator 
Paediatrics,Pediatric chest (PA erect view) 
"Oncology,Paediatrics",Pediatric cystic nephroma 
"CNS,Paediatrics",Pediatric opioid use‐associated neurotoxicity with cerebellar edema (POUNCE) syndrome 
CNS,Peduncular hallucinosis 
CNS,Peduncular vein 
Misc,Pedunculated hepatic hemangioma 
"Chest,HN,Oncology",Pedunculated intratracheal mass 
CNS,Peg-like tonsil (cerebellum) 
CNS,Pelizaeus-Merzbacher disease 
"Musculoskeletal,Trauma",Pellegrini-Stieda lesion 
Musculoskeletal,Pellegrini-Stieda syndrome 
"Urogenital,Gynaecology,Interventional",Pelvic abscess 
Gynaecology,Pelvic actinomycosis infection 
Trauma,Pelvic binder 
Musculoskeletal,Pelvic brim sign 
"Musculoskeletal,Trauma",Pelvic bucket handle fracture 
Gynaecology,Pelvic cervical carcinoma protocol (MRI) 
"Urogenital,Gynaecology",Pelvic congestion syndrome 
Musculoskeletal,Pelvic digit 
"Musculoskeletal,Trauma",Pelvic fractures 
"Musculoskeletal,Trauma",Pelvic fractures (summary) 
Gynaecology,Pelvic inflammatory disease 
Musculoskeletal,Pelvic insufficiency fractures 
Urogenital,Pelvic kidney 
"Gynaecology,Urogenital,Gastrointestinal",Pelvic lipomatosis 
"Gynaecology,Oncology",Pelvic masses in females 
Gynaecology,Pelvic MRI protocol: endometrial carcinoma 
Musculoskeletal,Pelvic obliquity 
"Musculoskeletal,Paediatrics",Pelvic osteotomy 
Gynaecology,Pelvic pain in the exam 
Urogenital,Pelvic peritoneal space 
Gynaecology,Pelvic protocol for endometriosis (MRI) 
Musculoskeletal,Pelvic radiograph (an approach) 
Musculoskeletal,Pelvic radiograph (checklist) 
Musculoskeletal,Pelvic resection 
Musculoskeletal,Pelvic rotation 
Musculoskeletal,Pelvic teardrop 
Musculoskeletal,Pelvic tilt 
Gynaecology,Pelvic ultrasound 
"Musculoskeletal,Gynaecology",Pelvis 
Musculoskeletal,Pelvis (AP view) 
Musculoskeletal,Pelvis (flamingo view) 
"Paediatrics,Musculoskeletal",Pelvis (hip surveillance) 
Musculoskeletal,Pelvis (inlet view) 
Musculoskeletal,Pelvis (Judet view) 
Musculoskeletal,Pelvis (outlet view) 
"Oncology,Musculoskeletal,Trauma,Vascular,Gynaecology",Pelvis protocol (CT) 
Paediatrics,Pelvis radiograph (pediatric) 
Musculoskeletal,Pelvis series 
Musculoskeletal,Pelvis x-ray (summary) 
"Urogenital,Paediatrics",Pelviureteric junction obstruction 
Musculoskeletal,Pemberton osteotomy 
Chest,Pembrolizumab induced sarcoid like reaction 
Misc,Pemtrexed induced pneumonitis 
Obstetrics,Pena-Shokeir syndrome 
Musculoskeletal,Pencil-in-cup deformity 
"CNS,HN",Pendred syndrome 
Vascular,Penetrating atherosclerotic ulcer 
"Chest,Trauma,Forensic",Penetrating thoracic trauma 
"HN,Trauma",Penetrating traumatic neck injury 
"Chest,HN",Penetration-aspiration scale 
Misc,Penia vs paenia (suffixes) 
"Urogenital,Trauma",Penile fracture 
Urogenital,Penile fracture grading 
Urogenital,Penile implant 
Urogenital,Penis 
"Paediatrics,Obstetrics",Pentalogy of Cantrell 
"Cardiac,Paediatrics",Pentalogy of Fallot 
Musculoskeletal,Penumbra sign (bones) 
"Hepatobiliary,Paediatrics",Pepper syndrome 
Gastrointestinal,Peptic ulcer disease 
Gastrointestinal,Peptic ulcer disease (summary) 
"Musculoskeletal,Spine,Trauma",Perched facet joint 
"Oncology,Urogenital",Percutaenous renal tumor ablation 
"Hepatobiliary,Interventional",Percutaneous cholecystostomy 
Gastrointestinal,Percutaneous endoscopic colostomy (PEC) 
"Oncology,Gastrointestinal,Interventional",Percutaneous endoscopic gastrostomy 
"Oncology,Hepatobiliary,Interventional",Percutaneous liver tumor ablation 
"Chest,Interventional",Percutaneous lung tumor ablation 
"Urogenital,Interventional",Percutaneous nephrolithotomy 
"Urogenital,Interventional",Percutaneous nephrostomy 
"Urogenital,Interventional",Percutaneous nephrostomy salvage and tube exchange 
"Urogenital,Interventional",Percutaneous renal biopsy 
"Interventional,Hepatobiliary",Percutaneous transhepatic biliary drainage 
"Interventional,Hepatobiliary",Percutaneous transhepatic cholangiography 
Gastrointestinal,Perforated appendix 
"Chest,Breast",Perforating branches of internal thoracic artery 
Musculoskeletal,Perforating cutaneous nerve 
"Vascular,Musculoskeletal",Perforating veins of the lower limb 
"Musculoskeletal,Vascular",Perforators of the leg and calf (venae perforantes cruris) 
Hepatobiliary,Periampullary diverticulum 
"Gastrointestinal,Hepatobiliary",Periampullary tumors 
Gastrointestinal,Perianal abscess 
"Oncology,Gastrointestinal",Perianal disease 
Gastrointestinal,Perianal fistula 
Gastrointestinal,Perianal fistula protocol (MRI) 
Vascular,Peri-aneurysmal retroperitoneal fibrosis 
HN,Periapical cemental dysplasia 
HN,Periapical cyst 
HN,Periapical granuloma 
HN,Periapical radiolucency (teeth) 
CNS,Periaqueductal grey matter 
Musculoskeletal,Periarticular soft tissue calcification 
Hepatobiliary,Peribiliary cyst 
Chest,Peribronchial cuffing 
Chest,Peribronchovascular consolidation 
Chest,Peribronchovascular interstitium 
Chest,Peribronchovascular thickening 
Gastrointestinal,Pericaecal hernia 
"Vascular,CNS",Pericallosal artery 
CNS,Pericallosal cistern 
"CNS,Paediatrics",Pericallosal lipoma 
"Vascular,CNS",Pericallosal moustache 
Misc,Pericapsular nerve group block (ultrasound-guided) 
Cardiac,Pericardial agenesis 
"Chest,Vascular",Pericardial calcification 
Cardiac,Pericardial cyst 
"Cardiac,Chest",Pericardial diverticulum 
Cardiac,Pericardial effusion 
"Cardiac,Chest",Pericardial fat necrosis 
"Chest,Cardiac",Pericardial fat pads 
"Trauma,Chest",Pericardial fat tag sign (pneumothorax) 
Cardiac,Pericardial hemangioma 
Cardiac,Pericardial ligaments 
Cardiac,Pericardial lipoblastoma 
Cardiac,Pericardial lipoma 
"Cardiac,Oncology",Pericardial mesothelioma 
Cardiac,Pericardial recesses 
"Cardiac,Chest",Pericardial space 
"Paediatrics,Cardiac",Pericardial teratoma 
Cardiac,Pericardial thickening 
Cardiac,Pericardial tumors 
Cardiac,Pericardial window 
Cardiac,Pericardiocentesis 
Vascular,Pericardiophrenic artery 
Misc,Pericardiophrenic vein 
Cardiac,Pericarditis 
Cardiac,Pericardium 
HN,Pericoronitis 
Chest,Perifissural lung nodules 
Gastrointestinal,Perigastric appendagitis 
Obstetrics,Perigestational hemorrhage 
"Gynaecology,Obstetrics",Perigestational hemorrhage in the exam 
"Hepatobiliary,Oncology",Perihilar cholangiocarcinoma (staging) 
CNS,Peri ictal pseudoprogression 
Musculoskeletal,Perilabral sulcus 
"Musculoskeletal,Trauma",Perilunate dislocation 
HN,Perilymph 
HN,Perilymphatic duct 
HN,Perilymphatic fistula 
Chest,Perilymphatic lung nodules 
CNS,Perimesencephalic subarachnoid hemorrhage 
"Musculoskeletal,Obstetrics,Paediatrics,Gynaecology",Perinatal lethal hypophosphatasia 
"Gastrointestinal,Urogenital",Perineal body 
Misc,Perineal branch of S4 
Gastrointestinal,Perineal hernia 
"Gastrointestinal,Urogenital",Perineal membrane 
Urogenital,Perineal nerve 
Urogenital,Perinephric abscess 
Urogenital,Perinephric bridging septa 
Urogenital,Perinephric fluid collection post renal transplant 
Urogenital,Perinephric myxoid pseudotumor of fat 
Urogenital,Perinephric stranding 
"Gynaecology,Gastrointestinal,Urogenital",Perineum 
"HN,Oncology",Perineural spread of tumor 
"CNS,Musculoskeletal",Perineurioma 
HN,Periodontal ligament 
HN,Periodontal ligament widening 
Musculoskeletal,Periosteal ganglion cyst 
"Paediatrics,Musculoskeletal",Periosteal new bone formation in children 
"Musculoskeletal,Oncology",Periosteal osteosarcoma 
"Oncology,Musculoskeletal",Periosteal reaction 
"Hepatobiliary,Gastrointestinal,Vascular",Peripancreatic pseudoaneurysm 
"Cardiac,Chest",Peripartum/postpartum cardiomyopathy 
Vascular,Peripheral arterial disease 
Vascular,Peripheral arterial disease (summary) 
Chest,Peripheral lung opacities (mnemonic) 
"Vascular,Chest,Interventional",Peripherally inserted central catheter 
"Spine,CNS",Peripheral nerve sheath tumors 
"Oncology,Paediatrics,Musculoskeletal",Peripheral primitive neuroectodermal tumor 
